Right Hand: nearableID,Right Hand: frequency,Right Hand: rssi,Right Hand: xAcceleration,Right Hand: yAcceleration,Right Hand: zAcceleration,Right Hand: currentStateDuration,Right Hand: previousStateDuration,Right Hand: timeStampRecorded,Left Foot: nearableID,Left Foot: frequency,Left Foot: rssi,Left Foot: xAcceleration,Left Foot: yAcceleration,Left Foot: zAcceleration,Left Foot: currentStateDuration,Left Foot: previousStateDuration,Left Foot: timeStampRecorded,Chest: nearableID,Chest: frequency,Chest: rssi,Chest: xAcceleration,Chest: yAcceleration,Chest: zAcceleration,Chest: currentStateDuration,Chest: previousStateDuration,Chest: timeStampRecorded,Left Hand: nearableID,Left Hand: frequency,Left Hand: rssi,Left Hand: xAcceleration,Left Hand: yAcceleration,Left Hand: zAcceleration,Left Hand: currentStateDuration,Left Hand: previousStateDuration,Left Hand: timeStampRecorded,Belly: nearableID,Belly: frequency,Belly: rssi,Belly: xAcceleration,Belly: yAcceleration,Belly: zAcceleration,Belly: currentStateDuration,Belly: previousStateDuration,Belly: timeStampRecorded,Right Foot: nearableID,Right Foot: frequency,Right Foot: rssi,Right Foot: xAcceleration,Right Foot: yAcceleration,Right Foot: zAcceleration,Right Foot: currentStateDuration,Right Foot: previousStateDuration,Right Foot: timeStampRecorded,Device: xGravity,Device: yGravity,Device: zGravity,Device: xAcceleration,Device: yAcceleration,Device: zAcceleration,Device: pitch,Device: roll,Device: yaw,Device: xRotationRate,Device: yRotationRate,Device: zRotationRate,exerciseType,exerciseSubType,timeStampSaved,individual
15b97f918a0f190e,3.42,-59,2.01,-9.79,0.04,0,1,2017-04-22 15:46:31:258,6f04e4f3c33f4582,3.81,-90,-3.97,-6.99,-1.13,9,4,2017-04-22 15:46:30:895,81d2d09867170c78,2.97,-84,2.22,-9.34,-1.97,1,0,2017-04-22 15:46:31:336,b629b3c016e88b50,2.27,-97,-4.06,-8.83,-3.17,17,1,2017-04-22 15:46:31:097,c3f8b83f7aaa4c4b,4.28,-89,-0.68,-8.41,2.05,0,0,2017-04-22 15:46:31:301,ca7d0c3306de2d28,4.35,-77,0.25,-8.81,1.6,10,7,2017-04-22 15:46:31:103,0.06,-1.0,0.02,0.05,0.05,0.02,1.5,1.94,-1.87,0.01,0.01,0.19,setBreak,setBreak,2017-04-22 15:46:31:351,2
15b97f918a0f190e,3.64,-59,2.03,-9.33,-0.43,0,1,2017-04-22 15:46:31:371,6f04e4f3c33f4582,3.81,-90,-3.97,-6.99,-1.13,9,4,2017-04-22 15:46:30:895,81d2d09867170c78,2.97,-84,2.22,-9.34,-1.97,1,0,2017-04-22 15:46:31:336,b629b3c016e88b50,2.27,-97,-4.06,-8.83,-3.17,17,1,2017-04-22 15:46:31:097,c3f8b83f7aaa4c4b,4.52,-90,-1.32,-9.0,2.39,0,0,2017-04-22 15:46:31:412,ca7d0c3306de2d28,4.35,-77,0.25,-8.81,1.6,10,7,2017-04-22 15:46:31:103,0.05,-1.0,0.03,0.02,-0.02,0.04,1.51,2.04,-1.96,-0.07,0.17,0.28,setBreak,setBreak,2017-04-22 15:46:31:414,2
15b97f918a0f190e,3.86,-60,1.62,-9.87,-0.12,0,1,2017-04-22 15:46:31:492,6f04e4f3c33f4582,3.43,-84,1.27,-11.04,1.09,10,4,2017-04-22 15:46:31:453,81d2d09867170c78,2.97,-84,2.22,-9.34,-1.97,1,0,2017-04-22 15:46:31:336,b629b3c016e88b50,2.27,-97,-4.06,-8.83,-3.17,17,1,2017-04-22 15:46:31:097,c3f8b83f7aaa4c4b,4.52,-90,-1.32,-9.0,2.39,0,0,2017-04-22 15:46:31:412,ca7d0c3306de2d28,4.14,-80,-0.41,-9.64,1.25,10,7,2017-04-22 15:46:31:447,0.01,-1.0,0.02,0.08,-0.05,0.04,1.54,2.57,-2.47,-0.14,0.18,0.4,setBreak,setBreak,2017-04-22 15:46:31:513,2
15b97f918a0f190e,3.86,-60,1.62,-9.87,-0.12,0,1,2017-04-22 15:46:31:492,6f04e4f3c33f4582,3.43,-84,1.27,-11.04,1.09,10,4,2017-04-22 15:46:31:453,81d2d09867170c78,3.09,-82,1.76,-9.73,-1.92,1,0,2017-04-22 15:46:31:548,b629b3c016e88b50,2.27,-97,-4.06,-8.83,-3.17,17,1,2017-04-22 15:46:31:097,c3f8b83f7aaa4c4b,4.52,-90,-1.32,-9.0,2.39,0,0,2017-04-22 15:46:31:412,ca7d0c3306de2d28,4.14,-80,-0.41,-9.64,1.25,10,7,2017-04-22 15:46:31:447,0.01,-1.0,0.01,0.12,-0.02,0.06,1.56,2.69,-2.58,-0.2,0.08,0.2,setBreak,setBreak,2017-04-22 15:46:31:613,2
15b97f918a0f190e,3.92,-57,1.9,-9.93,-0.14,1,1,2017-04-22 15:46:31:709,6f04e4f3c33f4582,3.43,-84,1.27,-11.04,1.09,10,4,2017-04-22 15:46:31:453,81d2d09867170c78,3.09,-82,1.76,-9.73,-1.92,1,0,2017-04-22 15:46:31:548,b629b3c016e88b50,2.27,-97,-4.06,-8.83,-3.17,17,1,2017-04-22 15:46:31:097,c3f8b83f7aaa4c4b,4.51,-90,-1.38,-9.3,2.62,1,0,2017-04-22 15:46:31:637,ca7d0c3306de2d28,4.14,-80,-0.41,-9.64,1.25,10,7,2017-04-22 15:46:31:447,0.02,-1.0,0.0,0.12,0.04,0.05,1.55,1.73,-1.62,-0.22,-0.24,-0.07,setBreak,setBreak,2017-04-22 15:46:31:713,2
15b97f918a0f190e,3.92,-57,1.9,-9.93,-0.14,1,1,2017-04-22 15:46:31:709,6f04e4f3c33f4582,3.39,-75,-2.11,-4.05,0.35,10,4,2017-04-22 15:46:31:772,81d2d09867170c78,3.2,-86,2.24,-9.31,-2.13,1,0,2017-04-22 15:46:31:755,b629b3c016e88b50,2.17,-89,-4.68,-8.34,-3.04,18,1,2017-04-22 15:46:31:738,c3f8b83f7aaa4c4b,4.77,-86,-1.93,-8.83,2.21,1,0,2017-04-22 15:46:31:739,ca7d0c3306de2d28,3.98,-70,-0.22,-9.59,0.77,11,7,2017-04-22 15:46:31:787,0.03,-1.0,-0.02,0.04,0.04,0.06,1.53,1.14,-1.08,-0.2,-0.59,-0.08,setBreak,setBreak,2017-04-22 15:46:31:812,2
15b97f918a0f190e,4.15,-59,1.69,-8.68,-0.22,1,1,2017-04-22 15:46:31:825,6f04e4f3c33f4582,3.63,-83,8.16,-15.08,-3.28,10,4,2017-04-22 15:46:31:875,81d2d09867170c78,3.43,-87,2.0,-9.14,-2.07,1,0,2017-04-22 15:46:31:861,b629b3c016e88b50,2.35,-87,-4.13,-8.88,-3.35,18,1,2017-04-22 15:46:31:849,c3f8b83f7aaa4c4b,5.01,-92,-1.18,-8.25,3.27,1,0,2017-04-22 15:46:31:848,ca7d0c3306de2d28,4.2,-70,0.7,-9.57,1.57,11,7,2017-04-22 15:46:31:905,0.05,-1.0,-0.03,-0.04,-0.02,-0.0,1.51,1.0,-1.0,-0.11,-0.68,-0.33,setBreak,setBreak,2017-04-22 15:46:31:912,2
15b97f918a0f190e,4.38,-58,2.2,-10.35,-0.11,1,1,2017-04-22 15:46:31:939,6f04e4f3c33f4582,3.86,127,-3.28,-10.95,-0.36,10,4,2017-04-22 15:46:31:988,81d2d09867170c78,3.66,-87,-0.12,-8.39,-2.75,1,0,2017-04-22 15:46:31:966,b629b3c016e88b50,2.53,-87,-3.76,-9.76,-2.37,18,1,2017-04-22 15:46:31:968,c3f8b83f7aaa4c4b,5.01,-92,-1.18,-8.25,3.27,1,0,2017-04-22 15:46:31:848,ca7d0c3306de2d28,4.2,-70,0.7,-9.57,1.57,11,7,2017-04-22 15:46:31:905,0.08,-1.0,-0.03,-0.07,-0.01,-0.08,1.49,1.22,-1.23,0.23,0.68,-0.31,setBreak,setBreak,2017-04-22 15:46:32:012,2
15b97f918a0f190e,4.38,-58,2.2,-10.35,-0.11,1,1,2017-04-22 15:46:31:939,6f04e4f3c33f4582,3.86,127,-3.28,-10.95,-0.36,10,4,2017-04-22 15:46:31:988,81d2d09867170c78,3.66,-87,-0.12,-8.39,-2.75,1,0,2017-04-22 15:46:31:966,b629b3c016e88b50,2.53,-87,-3.76,-9.76,-2.37,18,1,2017-04-22 15:46:31:968,c3f8b83f7aaa4c4b,4.95,-84,-3.58,-10.56,1.46,1,0,2017-04-22 15:46:32:071,ca7d0c3306de2d28,4.2,-70,0.7,-9.57,1.57,11,7,2017-04-22 15:46:31:905,0.11,-0.99,-0.0,0.06,-0.07,-0.19,1.46,1.57,-1.51,0.24,0.42,-0.41,setBreak,setBreak,2017-04-22 15:46:32:112,2
15b97f918a0f190e,4.37,-58,2.55,-9.77,-2.57,1,1,2017-04-22 15:46:32:173,6f04e4f3c33f4582,3.86,127,-3.28,-10.95,-0.36,10,4,2017-04-22 15:46:31:988,81d2d09867170c78,3.73,-82,0.64,-8.39,-3.17,1,0,2017-04-22 15:46:32:190,b629b3c016e88b50,2.64,-85,-4.04,-11.01,0.03,19,1,2017-04-22 15:46:32:198,c3f8b83f7aaa4c4b,5.18,-89,-5.51,-8.06,1.54,1,0,2017-04-22 15:46:32:185,ca7d0c3306de2d28,4.16,-73,-5.64,-8.33,0.09,0,0,2017-04-22 15:46:32:169,0.15,-0.99,0.01,-0.1,0.05,-0.11,1.42,1.64,-1.57,0.07,0.16,-0.14,setBreak,setBreak,2017-04-22 15:46:32:214,2
