Right Hand: nearableID,Right Hand: frequency,Right Hand: rssi,Right Hand: xAcceleration,Right Hand: yAcceleration,Right Hand: zAcceleration,Right Hand: currentStateDuration,Right Hand: previousStateDuration,Right Hand: timeStampRecorded,Left Foot: nearableID,Left Foot: frequency,Left Foot: rssi,Left Foot: xAcceleration,Left Foot: yAcceleration,Left Foot: zAcceleration,Left Foot: currentStateDuration,Left Foot: previousStateDuration,Left Foot: timeStampRecorded,Chest: nearableID,Chest: frequency,Chest: rssi,Chest: xAcceleration,Chest: yAcceleration,Chest: zAcceleration,Chest: currentStateDuration,Chest: previousStateDuration,Chest: timeStampRecorded,Left Hand: nearableID,Left Hand: frequency,Left Hand: rssi,Left Hand: xAcceleration,Left Hand: yAcceleration,Left Hand: zAcceleration,Left Hand: currentStateDuration,Left Hand: previousStateDuration,Left Hand: timeStampRecorded,Belly: nearableID,Belly: frequency,Belly: rssi,Belly: xAcceleration,Belly: yAcceleration,Belly: zAcceleration,Belly: currentStateDuration,Belly: previousStateDuration,Belly: timeStampRecorded,Right Foot: nearableID,Right Foot: frequency,Right Foot: rssi,Right Foot: xAcceleration,Right Foot: yAcceleration,Right Foot: zAcceleration,Right Foot: currentStateDuration,Right Foot: previousStateDuration,Right Foot: timeStampRecorded,Device: xGravity,Device: yGravity,Device: zGravity,Device: xAcceleration,Device: yAcceleration,Device: zAcceleration,Device: pitch,Device: roll,Device: yaw,Device: xRotationRate,Device: yRotationRate,Device: zRotationRate,exerciseType,exerciseSubType,timeStampSaved,individual
15b97f918a0f190e,1.41,-54,2.46,-8.33,-2.14,1,0,2017-04-22 15:31:16:290,6f04e4f3c33f4582,1.12,-92,-2.29,-11.27,0.79,0,1,2017-04-22 15:31:16:340,81d2d09867170c78,2.95,-61,-1.67,-5.18,8.36,1,0,2017-04-22 15:31:15:585,b629b3c016e88b50,3.61,-73,-2.11,-8.22,-0.9,0,0,2017-04-22 15:31:16:304,c3f8b83f7aaa4c4b,1.93,-69,-2.21,-7.73,5.23,0,0,2017-04-22 15:31:16:147,ca7d0c3306de2d28,2.16,-74,-3.3,-10.23,2.07,0,1,2017-04-22 15:31:16:345,,,,,,,,,,,,,setBreak,setBreak,2017-04-22 15:31:16:431,1
15b97f918a0f190e,1.51,-56,2.85,-10.66,0.37,1,0,2017-04-22 15:31:16:506,6f04e4f3c33f4582,1.12,-92,-2.29,-11.27,0.79,0,1,2017-04-22 15:31:16:340,81d2d09867170c78,2.55,-68,-0.76,-10.07,1.44,0,1,2017-04-22 15:31:16:453,b629b3c016e88b50,3.61,-73,-2.11,-8.22,-0.9,0,0,2017-04-22 15:31:16:304,c3f8b83f7aaa4c4b,2.0,-77,-2.97,-9.02,1.25,0,0,2017-04-22 15:31:16:499,ca7d0c3306de2d28,2.16,-74,-3.3,-10.23,2.07,0,1,2017-04-22 15:31:16:345,-0.01,-0.96,0.27,-0.02,-0.02,-0.12,1.3,-3.1,3.02,-0.49,-1.75,-0.24,setBreak,setBreak,2017-04-22 15:31:16:524,1
15b97f918a0f190e,1.51,-56,2.85,-10.66,0.37,1,0,2017-04-22 15:31:16:506,6f04e4f3c33f4582,1.12,-92,-2.29,-11.27,0.79,0,1,2017-04-22 15:31:16:340,81d2d09867170c78,2.74,-64,-0.56,-9.59,0.52,0,1,2017-04-22 15:31:16:568,b629b3c016e88b50,3.68,-72,-3.19,-7.28,-3.9,1,0,2017-04-22 15:31:16:527,c3f8b83f7aaa4c4b,2.17,-84,-2.12,-8.66,1.47,0,0,2017-04-22 15:31:16:596,ca7d0c3306de2d28,2.16,-74,-3.3,-10.23,2.07,0,1,2017-04-22 15:31:16:345,0.09,-0.97,0.25,-0.12,0.02,-0.08,1.31,2.8,-3.07,0.11,-2.33,-0.68,setBreak,setBreak,2017-04-22 15:31:16:625,1
15b97f918a0f190e,1.62,-54,2.19,-9.5,0.64,1,0,2017-04-22 15:31:16:722,6f04e4f3c33f4582,1.2,-83,-3.61,-3.37,0.06,0,1,2017-04-22 15:31:16:680,81d2d09867170c78,2.74,-64,-0.56,-9.59,0.52,0,1,2017-04-22 15:31:16:568,b629b3c016e88b50,3.91,-89,-4.25,-7.93,-4.26,1,0,2017-04-22 15:31:16:640,c3f8b83f7aaa4c4b,2.35,-81,-2.07,-9.11,1.94,0,0,2017-04-22 15:31:16:704,ca7d0c3306de2d28,2.16,-74,-3.3,-10.23,2.07,0,1,2017-04-22 15:31:16:345,0.22,-0.94,0.25,-0.27,-0.03,-0.26,1.23,2.41,-2.93,0.51,-2.19,-0.64,setBreak,setBreak,2017-04-22 15:31:16:725,1
15b97f918a0f190e,1.62,-54,2.19,-9.5,0.64,1,0,2017-04-22 15:31:16:722,6f04e4f3c33f4582,1.2,-83,-3.61,-3.37,0.06,0,1,2017-04-22 15:31:16:680,81d2d09867170c78,2.86,-63,0.04,-10.11,0.09,0,1,2017-04-22 15:31:16:778,b629b3c016e88b50,4.14,-84,-4.36,-8.54,-3.15,1,0,2017-04-22 15:31:16:755,c3f8b83f7aaa4c4b,2.35,-81,-2.07,-9.11,1.94,0,0,2017-04-22 15:31:16:704,ca7d0c3306de2d28,2.16,-74,-3.3,-10.23,2.07,0,1,2017-04-22 15:31:16:345,0.31,-0.92,0.24,-0.2,-0.16,-0.31,1.17,2.23,-2.98,0.52,-2.56,0.11,setBreak,setBreak,2017-04-22 15:31:16:825,1
15b97f918a0f190e,1.62,-54,2.19,-9.5,0.64,1,0,2017-04-22 15:31:16:722,6f04e4f3c33f4582,1.2,-83,-3.61,-3.37,0.06,0,1,2017-04-22 15:31:16:680,81d2d09867170c78,2.86,-63,0.04,-10.11,0.09,0,1,2017-04-22 15:31:16:778,b629b3c016e88b50,4.14,-84,-4.36,-8.54,-3.15,1,0,2017-04-22 15:31:16:755,c3f8b83f7aaa4c4b,2.35,-81,-2.07,-9.11,1.94,0,0,2017-04-22 15:31:16:704,ca7d0c3306de2d28,2.16,-74,-3.3,-10.23,2.07,0,1,2017-04-22 15:31:16:345,0.32,-0.92,0.22,0.01,-0.16,-0.21,1.17,2.19,3.11,0.63,-1.42,0.71,setBreak,setBreak,2017-04-22 15:31:16:924,1
15b97f918a0f190e,1.73,-56,2.52,-9.61,-0.51,1,0,2017-04-22 15:31:16:946,6f04e4f3c33f4582,1.27,-82,-0.59,-9.96,0.25,0,1,2017-04-22 15:31:17:018,81d2d09867170c78,2.97,-63,-3.35,-9.03,-0.56,1,1,2017-04-22 15:31:17:002,b629b3c016e88b50,4.17,-89,-4.25,-9.43,-1.99,1,0,2017-04-22 15:31:16:976,c3f8b83f7aaa4c4b,2.35,-81,-2.07,-9.11,1.94,0,0,2017-04-22 15:31:16:704,ca7d0c3306de2d28,2.16,-74,-3.3,-10.23,2.07,0,1,2017-04-22 15:31:16:345,0.3,-0.92,0.25,-0.04,0.12,-0.19,1.17,2.26,2.96,0.33,-0.78,0.12,setBreak,setBreak,2017-04-22 15:31:17:024,1
15b97f918a0f190e,1.88,-55,3.54,-7.5,-3.33,1,0,2017-04-22 15:31:17:060,6f04e4f3c33f4582,1.27,-82,-0.59,-9.96,0.25,0,1,2017-04-22 15:31:17:018,81d2d09867170c78,2.97,-63,-3.35,-9.03,-0.56,1,1,2017-04-22 15:31:17:002,b629b3c016e88b50,4.4,-79,-4.9,-7.47,-1.0,1,0,2017-04-22 15:31:17:091,c3f8b83f7aaa4c4b,2.35,-81,-2.07,-9.11,1.94,0,0,2017-04-22 15:31:16:704,ca7d0c3306de2d28,2.02,-78,-2.73,-9.9,-0.39,1,1,2017-04-22 15:31:17:119,0.32,-0.92,0.22,-0.07,-0.04,-0.18,1.17,2.17,2.88,0.3,-1.48,0.25,setBreak,setBreak,2017-04-22 15:31:17:125,1
15b97f918a0f190e,2.04,-53,1.75,-9.11,-3.63,1,0,2017-04-22 15:31:17:176,6f04e4f3c33f4582,1.27,-82,-0.59,-9.96,0.25,0,1,2017-04-22 15:31:17:018,81d2d09867170c78,3.08,-64,-2.59,-9.42,-1.01,1,1,2017-04-22 15:31:17:217,b629b3c016e88b50,4.66,-81,-5.32,-8.57,-0.98,1,0,2017-04-22 15:31:17:192,c3f8b83f7aaa4c4b,2.35,-81,-2.07,-9.11,1.94,0,0,2017-04-22 15:31:16:704,ca7d0c3306de2d28,2.02,-78,-2.73,-9.9,-0.39,1,1,2017-04-22 15:31:17:119,0.32,-0.92,0.21,-0.06,-0.04,-0.19,1.18,2.14,2.78,0.22,-1.41,0.31,setBreak,setBreak,2017-04-22 15:31:17:226,1
15b97f918a0f190e,2.04,-53,1.75,-9.11,-3.63,1,0,2017-04-22 15:31:17:176,6f04e4f3c33f4582,1.37,127,-2.11,-9.58,1.12,1,1,2017-04-22 15:31:17:257,81d2d09867170c78,3.08,-64,-2.59,-9.42,-1.01,1,1,2017-04-22 15:31:17:217,b629b3c016e88b50,4.66,-81,-5.32,-8.57,-0.98,1,0,2017-04-22 15:31:17:192,c3f8b83f7aaa4c4b,2.35,-81,-2.07,-9.11,1.94,0,0,2017-04-22 15:31:16:704,ca7d0c3306de2d28,2.02,-78,-2.73,-9.9,-0.39,1,1,2017-04-22 15:31:17:119,0.32,-0.93,0.18,-0.09,-0.03,-0.16,1.2,2.08,2.69,0.2,-1.24,0.31,setBreak,setBreak,2017-04-22 15:31:17:328,1
